X,Y,Point_ID,Height
513829.037,325785.155,HF_ROW894,-1.493
513830.053,325784.369,HF_ROW893,-1.33
513830.446,325784.181,HF_ROW892,-1.268
513829.906,325782.825,HF_ROW891,-0.365
513830.455,325783.081,HF_ROW890,-0.651
513830.015,325784.666,HF_ROW889,-0.729
513830.554,325784.109,HF_ROW888,-1.446
513829.956,325784.715,HF_ROW887,-0.475
513830.52,325782.273,HF_ROW886,-0.612
513829.91,325781.98,HF_ROW885,-0.722
513829.957,325780.948,HF_ROW884,-0.732
513830.011,325779.649,HF_ROW883,-0.721
513830.038,325778.348,HF_ROW882,-0.75
513830.346,325776.944,HF_ROW881,-0.747
513830.389,325775.678,HF_ROW880,-0.741
513830.65,325774.205,HF_ROW879,-0.747
513830.792,325772.677,HF_ROW878,-0.735
513831.062,325771.207,HF_ROW877,-0.739
513831.09,325769.813,HF_ROW876,-0.755
513831.223,325768.307,HF_ROW875,-0.744
513831.476,325767.07,HF_ROW874,-0.741
513831.548,325765.604,HF_ROW873,-0.766
513831.713,325764.346,HF_ROW872,-0.811
513831.913,325763.003,HF_ROW871,-0.809
513831.886,325761.561,HF_ROW870,-0.796
513832.104,325760.24,HF_ROW869,-0.807
513832.365,325758.929,HF_ROW868,-0.794
513832.547,325757.571,HF_ROW867,-0.793
513832.584,325755.973,HF_ROW866,-0.746
513832.873,325754.895,HF_ROW865,-0.65
513833.117,325753.322,HF_ROW864,-0.881
513833.141,325751.892,HF_ROW863,-0.968
513833.253,325750.7,HF_ROW862,-1.01
513833.279,325749.716,HF_ROW861,-0.659
513832.788,325750.17,HF_ROW860,-0.353
513833.426,325748.579,HF_ROW859,-0.734
513833.477,325748.244,HF_ROW858,-0.827
513833.79,325747.012,HF_ROW857,-0.871
513833.821,325745.58,HF_ROW856,-0.838
513834.012,325744.439,HF_ROW855,-0.861
513834.105,325743.236,HF_ROW854,-0.877
513834.337,325741.733,HF_ROW853,-0.893
513834.459,325740.358,HF_ROW852,-0.891
513834.793,325739.095,HF_ROW851,-0.884
513834.914,325737.696,HF_ROW850,-0.852
513834.955,325736.373,HF_ROW849,-0.851
513835.191,325735.22,HF_ROW848,-0.889
513835.296,325733.886,HF_ROW847,-0.887
513835.492,325732.613,HF_ROW846,-0.841
513835.543,325731.601,HF_ROW845,-0.818
513835.635,325730.663,HF_ROW844,-0.831
513835.991,325729.541,HF_ROW843,-0.815
513836.025,325728.289,HF_ROW842,-0.818
513836.17,325727.176,HF_ROW841,-0.828
513836.335,325725.813,HF_ROW840,-0.808
513836.442,325724.66,HF_ROW839,-0.807
513836.492,325723.138,HF_ROW838,-0.795
513836.637,325721.803,HF_ROW837,-0.796
513836.954,325720.807,HF_ROW836,-0.807
513837.04,325719.46,HF_ROW835,-0.831
513837.142,325718.21,HF_ROW834,-0.818
513837.276,325716.837,HF_ROW833,-0.768
513837.363,325715.627,HF_ROW832,-0.782
513837.617,325714.193,HF_ROW831,-0.735
513837.591,325712.915,HF_ROW830,-0.741
513837.719,325711.727,HF_ROW829,-0.766
513837.641,325710.856,HF_ROW828,-0.753
513837.636,325709.549,HF_ROW827,-0.765
513837.923,325708.33,HF_ROW826,-0.725
513837.965,325706.942,HF_ROW825,-0.689
513837.884,325705.875,HF_ROW824,-0.745
513838.351,325704.526,HF_ROW823,-0.64
513838.046,325703.167,HF_ROW822,-0.624
513838.175,325702.048,HF_ROW821,-0.592
513838.353,325700.867,HF_ROW820,-0.522
513838.508,325699.813,HF_ROW819,-0.48
513838.531,325698.537,HF_ROW818,-0.435
513838.562,325697.204,HF_ROW817,-0.486
513838.754,325695.849,HF_ROW816,-0.626
513838.97,325694.46,HF_ROW815,-0.704
513839.061,325692.962,HF_ROW814,-0.736
513839.289,325691.637,HF_ROW813,-0.761
513839.077,325690.503,HF_ROW812,-0.647
513839.148,325689.754,HF_ROW811,-0.631
513838.118,325691.02,HF_ROW810,0.998
513839.238,325689.107,HF_ROW809,0.799
513840.298,325691.645,HF_ROW808,-1.39
513838.878,325691.02,HF_ROW807,1.041
513839.546,325690.952,HF_ROW806,-0.196
513839.283,325691.295,HF_ROW805,-0.176
513839.155,325692.433,HF_ROW804,-0.224
513839.143,325693.814,HF_ROW803,-0.218
513839.029,325694.885,HF_ROW802,-0.255
513839.113,325696.211,HF_ROW801,-0.361
513839.035,325697.693,HF_ROW800,-0.401
513839.117,325698.965,HF_ROW799,-0.436
513838.886,325700.154,HF_ROW798,-0.53
513838.952,325701.404,HF_ROW797,-0.606
513838.704,325702.643,HF_ROW796,-0.601
513838.579,325703.97,HF_ROW795,-0.628
513838.459,325705.337,HF_ROW794,-0.629
513838.42,325706.623,HF_ROW793,-0.695
513838.242,325708.028,HF_ROW792,-0.716
513838.22,325709.565,HF_ROW791,-0.73
513838.271,325710.004,HF_ROW790,0.789
513838.258,325711.428,HF_ROW789,0.78
513838.114,325712.807,HF_ROW788,0.752
513838.132,325714.287,HF_ROW787,0.712
513837.716,325715.606,HF_ROW786,0.721
513837.703,325716.911,HF_ROW785,0.684
513837.544,325718.365,HF_ROW784,0.724
513837.38,325719.771,HF_ROW783,0.73
513837.301,325721.029,HF_ROW782,0.711
513837.255,325721.77,HF_ROW781,0.665
513837.301,325722.066,HF_ROW780,0.711
513837.24,325722.111,HF_ROW779,0.722
513837.178,325722.206,HF_ROW778,0.654
513837.034,325723.387,HF_ROW777,0.68
513836.999,325724.648,HF_ROW776,0.655
513836.813,325725.929,HF_ROW775,0.655
513836.842,325727.31,HF_ROW774,0.655
513836.554,325728.642,HF_ROW773,0.664
513836.479,325729.719,HF_ROW772,0.616
513836.272,325730.877,HF_ROW771,0.598
513836.069,325732.039,HF_ROW770,0.615
513836.019,325732.716,HF_ROW769,0.591
513835.851,325732.617,HF_ROW768,0.552
513836.082,325732.911,HF_ROW767,0.574
513836.038,325733.033,HF_ROW766,0.499
513835.849,325734.417,HF_ROW765,0.532
513835.676,325735.55,HF_ROW764,0.503
513835.483,325736.853,HF_ROW763,0.513
513835.145,325738.051,HF_ROW762,0.55
513835.193,325739.3,HF_ROW761,0.527
513834.873,325740.5,HF_ROW760,0.516
513834.903,325741.691,HF_ROW759,0.496
513834.789,325742.925,HF_ROW758,0.525
513834.521,325744.173,HF_ROW757,0.513
513834.402,325745.206,HF_ROW756,0.468
513834.162,325746.522,HF_ROW755,0.536
513834.191,325747.728,HF_ROW754,0.507
513834.025,325748.903,HF_ROW753,0.493
513833.859,325750.106,HF_ROW752,0.483
513833.763,325751.407,HF_ROW751,0.477
513833.554,325752.754,HF_ROW750,0.518
513833.443,325753.981,HF_ROW749,0.537
513833.345,325755.1,HF_ROW748,0.518
513833.204,325756.224,HF_ROW747,0.516
513833.045,325757.432,HF_ROW746,0.509
513832.944,325758.619,HF_ROW745,0.52
513832.752,325759.889,HF_ROW744,0.512
513832.74,325761.178,HF_ROW743,0.516
