X,Y,Point_ID,Height
513119.123,325190.499,HF2_RW_T_1508,-0.161
513119.295,325190.513,HF2_RW_T_1507,-0.141
513119.23,325190.639,HF2_RW_T_1506,-0.085
513118.87,325190.612,HF2_RW_T_1505,-0.139
513118.856,325191.278,HF2_RW_T_1504,-0.186
513118.719,325192.28,HF2_RW_T_1503,-0.192
513118.334,325193.494,HF2_RW_T_1502,-0.122
513118.428,325194.44,HF2_RW_T_1501,-0.143
513118.326,325195.602,HF2_RW_T_1500,-0.112
513118.116,325196.579,HF2_RW_T_1499,-0.125
513117.955,325197.747,HF2_RW_T_1498,-0.106
513117.966,325198.736,HF2_RW_T_1497,-0.112
513117.797,325199.886,HF2_RW_T_1496,-0.113
513117.695,325200.905,HF2_RW_T_1495,-0.092
513117.596,325202.093,HF2_RW_T_1494,-0.069
513117.411,325203.281,HF2_RW_T_1493,-0.026
513117.361,325204.238,HF2_RW_T_1492,-0.063
513117.305,325205.339,HF2_RW_T_1491,-0.014
513117.033,325206.222,HF2_RW_T_1490,-0.037
513116.567,325207.387,HF2_RW_T_1489,0.041
513116.662,325208.461,HF2_RW_T_1488,0.005
513116.79,325209.556,HF2_RW_T_1487,0.066
513116.558,325210.592,HF2_RW_T_1486,0.029
513116.411,325211.815,HF2_RW_T_1485,0.073
513116.31,325212.738,HF2_RW_T_1484,0.026
513116.357,325213.842,HF2_RW_T_1483,0.046
513116.19,325215.046,HF2_RW_T_1482,0.079
513115.952,325216.024,HF2_RW_T_1481,0.05
513115.782,325217.115,HF2_RW_T_1480,0.107
513115.791,325217.902,HF2_RW_T_1479,0.088
513115.698,325218.722,HF2_RW_T_1478,0.11
513115.349,325219.413,HF2_RW_T_1477,0.237
513115.501,325219.701,HF2_RW_T_1476,0.255
513116.977,325219.392,HF2_RW_T_1475,0.202
513116.806,325218.297,HF2_RW_T_1474,0.083
513116.546,325217.935,HF2_RW_T_1473,0.02
513116.647,325217.037,HF2_RW_T_1472,0.034
513116.867,325216.108,HF2_RW_T_1471,-0.009
513116.879,325215.073,HF2_RW_T_1470,0.012
513117.073,325214.062,HF2_RW_T_1469,0.013
513117.198,325213.112,HF2_RW_T_1468,-0.012
513117.169,325212.018,HF2_RW_T_1467,0.012
513117.617,325211.079,HF2_RW_T_1466,-0.002
513117.647,325209.901,HF2_RW_T_1465,-0.003
513117.573,325208.954,HF2_RW_T_1464,-0.052
513117.795,325207.795,HF2_RW_T_1463,-0.033
513117.942,325206.81,HF2_RW_T_1462,-0.061
513118.147,325205.707,HF2_RW_T_1461,-0.048
513118.076,325204.698,HF2_RW_T_1460,-0.096
513118.192,325203.415,HF2_RW_T_1459,-0.08
513118.285,325202.338,HF2_RW_T_1458,-0.084
513118.615,325201.444,HF2_RW_T_1457,-0.092
513118.955,325200.348,HF2_RW_T_1456,-0.101
513119.019,325199.186,HF2_RW_T_1455,-0.103
513119.044,325198.177,HF2_RW_T_1454,-0.156
513119.267,325197.115,HF2_RW_T_1453,-0.114
513119.262,325196.277,HF2_RW_T_1452,-0.197
513119.323,325195.048,HF2_RW_T_1451,-0.134
513119.483,325194.097,HF2_RW_T_1450,-0.165
513119.625,325192.983,HF2_RW_T_1449,-0.123
513119.787,325191.994,HF2_RW_T_1448,-0.172
513119.806,325190.895,HF2_RW_T_1447,-0.142
513120.045,325189.921,HF2_RW_T_1446,-0.16
513120.11,325188.902,HF2_RW_T_1445,-0.18
513120.307,325187.91,HF2_RW_T_1444,-0.183
513120.47,325186.849,HF2_RW_T_1443,-0.198
513120.331,325185.862,HF2_RW_T_1442,-0.194
513120.37,325184.887,HF2_RW_T_1441,-0.167
513120.688,325183.809,HF2_RW_T_1440,-0.189
513120.885,325182.722,HF2_RW_T_1439,-0.184
513121.026,325181.738,HF2_RW_T_1438,-0.195
513121.105,325180.598,HF2_RW_T_1437,-0.174
513121.326,325179.543,HF2_RW_T_1436,-0.161
513121.25,325178.554,HF2_RW_T_1435,-0.14
513121.501,325177.722,HF2_RW_T_1434,-0.198
513121.618,325176.431,HF2_RW_T_1433,-0.11
513121.804,325175.537,HF2_RW_T_1432,-0.138
513121.916,325174.365,HF2_RW_T_1431,-0.091
513121.944,325173.392,HF2_RW_T_1430,-0.094
513122.146,325172.349,HF2_RW_T_1429,-0.086
513122.275,325171.364,HF2_RW_T_1428,-0.102
513122.482,325170.181,HF2_RW_T_1427,-0.061
513122.557,325169.282,HF2_RW_T_1426,-0.087
513122.764,325168.139,HF2_RW_T_1425,-0.053
513122.768,325167.239,HF2_RW_T_1424,-0.067
513122.884,325166.158,HF2_RW_T_1423,-0.093
513123.037,325165.084,HF2_RW_T_1422,-0.06
513123.252,325164.102,HF2_RW_T_1421,-0.071
513123.262,325163.076,HF2_RW_T_1420,-0.075
513123.445,325162.2,HF2_RW_T_1419,-0.102
513123.492,325160.992,HF2_RW_T_1418,-0.042
513123.683,325160.223,HF2_RW_T_1417,-0.059
513123.81,325159.337,HF2_RW_T_1416,-0.084
513124.092,325158.16,HF2_RW_T_1415,-0.008
513124.011,325157.38,HF2_RW_T_1414,-0.087
513123.986,325156.337,HF2_RW_T_1413,-0.048
513124.585,325155.331,HF2_RW_T_1412,0.004
513124.394,325154.515,HF2_RW_T_1411,-0.076
513124.464,325153.608,HF2_RW_T_1410,-0.066
513124.873,325152.448,HF2_RW_T_1409,0.01
513124.717,325151.806,HF2_RW_T_1408,-0.094
513124.714,325150.945,HF2_RW_T_1407,-0.1
513125.036,325149.854,HF2_RW_T_1406,-0.039
513124.911,325149.241,HF2_RW_T_1405,-0.062
513125.156,325148.677,HF2_RW_T_1404,-0.083
513124.955,325147.972,HF2_RW_T_1403,-0.039
513124.788,325147.04,HF2_RW_T_1402,0.396
513124.431,325146.998,HF2_RW_T_1401,0.775
513125.168,325147.007,HF2_RW_T_1400,0.474
513126.049,325147.29,HF2_RW_T_1399,0.26
513126.62,325147.981,HF2_RW_T_1398,0.05
513126.388,325148.625,HF2_RW_T_1397,0.009
513126.035,325148.944,HF2_RW_T_1396,-0.086
513125.736,325149.919,HF2_RW_T_1395,-0.087
513125.61,325151.01,HF2_RW_T_1394,-0.092
513125.381,325152.13,HF2_RW_T_1393,-0.09
513125.247,325153.284,HF2_RW_T_1392,-0.114
513125.077,325154.607,HF2_RW_T_1391,-0.071
513124.895,325155.801,HF2_RW_T_1390,-0.07
513124.766,325156.854,HF2_RW_T_1389,-0.059
513124.711,325158.103,HF2_RW_T_1388,-0.032
513124.518,325159.338,HF2_RW_T_1387,-0.019
513124.257,325160.496,HF2_RW_T_1386,-0.022
513124.208,325161.614,HF2_RW_T_1385,-0.075
513124.067,325162.813,HF2_RW_T_1384,-0.072
513123.881,325164.195,HF2_RW_T_1383,-0.045
513123.683,325165.287,HF2_RW_T_1382,-0.097
513123.497,325166.609,HF2_RW_T_1381,-0.07
513123.329,325167.761,HF2_RW_T_1380,-0.1
513123.316,325169.035,HF2_RW_T_1379,-0.04
513123.172,325170.108,HF2_RW_T_1378,-0.089
513122.97,325171.444,HF2_RW_T_1377,-0.079
513122.818,325172.698,HF2_RW_T_1376,-0.059
513122.655,325173.74,HF2_RW_T_1375,-0.11
513122.626,325174.995,HF2_RW_T_1374,-0.099
513122.475,325176.168,HF2_RW_T_1373,-0.102
513122.313,325177.303,HF2_RW_T_1372,-0.132
513122.007,325178.64,HF2_RW_T_1371,-0.108
513121.791,325179.805,HF2_RW_T_1370,-0.12
513121.832,325180.993,HF2_RW_T_1369,-0.164
513121.718,325182.264,HF2_RW_T_1368,-0.127
513121.567,325183.346,HF2_RW_T_1367,-0.175
513121.263,325184.569,HF2_RW_T_1366,-0.135
513121.299,325185.744,HF2_RW_T_1365,-0.164
513121.164,325186.736,HF2_RW_T_1364,-0.22
513120.941,325188.186,HF2_RW_T_1363,-0.166
513120.817,325189.231,HF2_RW_T_1362,-0.167
513120.54,325190.514,HF2_RW_T_1361,-0.13
513120.497,325191.636,HF2_RW_T_1360,-0.147
513120.312,325192.629,HF2_RW_T_1359,-0.186
513120.305,325193.974,HF2_RW_T_1358,-0.146
513120.078,325195.202,HF2_RW_T_1357,-0.123
513119.848,325196.392,HF2_RW_T_1356,-0.096
513119.939,325197.547,HF2_RW_T_1355,-0.082
513119.652,325198.525,HF2_RW_T_1354,-0.126
513119.636,325199.702,HF2_RW_T_1353,-0.127
513119.524,325200.942,HF2_RW_T_1352,-0.098
513119.295,325202.046,HF2_RW_T_1351,-0.07
513119.272,325203.426,HF2_RW_T_1350,-0.011
513119.113,325204.497,HF2_RW_T_1349,-0.041
513119.179,325205.54,HF2_RW_T_1348,-0.063
513118.84,325206.83,HF2_RW_T_1347,-0.047
513118.85,325208.161,HF2_RW_T_1346,-0.021
513118.61,325209.339,HF2_RW_T_1345,-0.015
513118.421,325210.504,HF2_RW_T_1344,-0.009
513118.156,325211.778,HF2_RW_T_1343,0.027
513118.003,325212.941,HF2_RW_T_1342,0.017
513117.888,325214.272,HF2_RW_T_1341,0.052
513117.844,325215.401,HF2_RW_T_1340,0.05
513117.621,325216.567,HF2_RW_T_1339,0.038
513117.523,325217.754,HF2_RW_T_1338,0.089
513117.388,325218.573,HF2_RW_T_1337,0.072
513117.474,325219.601,HF2_RW_T_1336,0.163
513117.163,325220.144,HF2_RW_T_1335,0.188
513117.042,325220.592,HF2_RW_T_1334,0.132
513117.177,325220.885,HF2_RW_T_1333,0.233
513118.451,325220.025,HF2_RW_T_1332,0.071
513118.586,325219.327,HF2_RW_T_1331,0.07
513118.38,325218.658,HF2_RW_T_1330,0.007
513118.242,325217.508,HF2_RW_T_1329,0.019
513118.561,325216.422,HF2_RW_T_1328,0.037
513118.623,325215.249,HF2_RW_T_1327,0.032
513118.706,325214.119,HF2_RW_T_1326,0.023
513118.904,325212.894,HF2_RW_T_1325,0.055
513119.193,325211.921,HF2_RW_T_1324,0.01
513119.196,325210.803,HF2_RW_T_1323,-0.006
513119.233,325209.943,HF2_RW_T_1322,-0.067
513119.513,325208.672,HF2_RW_T_1321,-0.065
513119.479,325207.443,HF2_RW_T_1320,-0.088
513119.661,325206.251,HF2_RW_T_1319,-0.091
513119.841,325205.058,HF2_RW_T_1318,-0.123
513120.002,325203.813,HF2_RW_T_1317,-0.093
513120.192,325202.639,HF2_RW_T_1316,-0.094
513120.293,325201.55,HF2_RW_T_1315,-0.133
513120.255,325200.241,HF2_RW_T_1314,-0.105
513120.411,325199.257,HF2_RW_T_1313,-0.186
513120.732,325197.842,HF2_RW_T_1312,-0.101
513120.764,325196.854,HF2_RW_T_1311,-0.148
513120.67,325195.667,HF2_RW_T_1310,-0.157
513120.756,325194.503,HF2_RW_T_1309,-0.169
513121.053,325193.427,HF2_RW_T_1308,-0.201
513121.297,325192.131,HF2_RW_T_1307,-0.17
513121.506,325191.138,HF2_RW_T_1306,-0.205
513121.499,325189.863,HF2_RW_T_1305,-0.189
513121.502,325188.724,HF2_RW_T_1304,-0.21
513121.823,325187.697,HF2_RW_T_1303,-0.192
513121.764,325186.459,HF2_RW_T_1302,-0.16
513122.025,325185.463,HF2_RW_T_1301,-0.205
513122.102,325184.125,HF2_RW_T_1300,-0.174
513122.207,325182.938,HF2_RW_T_1299,-0.147
513122.506,325181.777,HF2_RW_T_1298,-0.162
513122.682,325180.546,HF2_RW_T_1297,-0.143
513122.764,325179.621,HF2_RW_T_1296,-0.204
513122.756,325178.452,HF2_RW_T_1295,-0.174
513123.023,325177.286,HF2_RW_T_1294,-0.158
513123.132,325176.276,HF2_RW_T_1293,-0.168
513123.366,325174.915,HF2_RW_T_1292,-0.105
513123.491,325173.805,HF2_RW_T_1291,-0.118
513123.65,325172.626,HF2_RW_T_1290,-0.08
513123.702,325171.541,HF2_RW_T_1289,-0.104
513123.968,325170.366,HF2_RW_T_1288,-0.061
513124.079,325169.188,HF2_RW_T_1287,-0.055
513124.133,325168.211,HF2_RW_T_1286,-0.1
513124.33,325166.971,HF2_RW_T_1285,-0.058
513124.475,325165.914,HF2_RW_T_1284,-0.082
513124.714,325164.703,HF2_RW_T_1283,-0.034
513124.791,325163.749,HF2_RW_T_1282,-0.097
513124.751,325162.604,HF2_RW_T_1281,-0.052
513124.964,325161.623,HF2_RW_T_1280,-0.081
513125.089,325160.488,HF2_RW_T_1279,-0.028
513125.461,325159.689,HF2_RW_T_1278,-0.071
513125.578,325158.539,HF2_RW_T_1277,-0.071
513125.714,325157.458,HF2_RW_T_1276,-0.087
513125.926,325156.355,HF2_RW_T_1275,-0.033
513126.154,325155.426,HF2_RW_T_1274,-0.089
513126.183,325154.37,HF2_RW_T_1273,-0.084
513126.31,325153.359,HF2_RW_T_1272,-0.079
513126.488,325152.274,HF2_RW_T_1271,-0.07
513126.777,325151.255,HF2_RW_T_1270,-0.056
513126.564,325150.347,HF2_RW_T_1269,-0.03
513126.848,325149.64,HF2_RW_T_1268,-0.051
513126.829,325148.837,HF2_RW_T_1267,-0.081
513126.705,325148.066,HF2_RW_T_1266,-0.085
513127.032,325147.376,HF2_RW_T_1265,-0.055
513126.625,325147.074,HF2_RW_T_1264,0.063
513127.391,325147.494,HF2_RW_T_1263,-0.085
513127.986,325148.016,HF2_RW_T_1262,-0.057
513127.997,325148.548,HF2_RW_T_1261,-0.047
513127.582,325148.827,HF2_RW_T_1260,-0.104
513127.492,325149.736,HF2_RW_T_1259,-0.114
513127.324,325150.796,HF2_RW_T_1258,-0.082
513127.33,325151.766,HF2_RW_T_1257,-0.12
513127.026,325152.899,HF2_RW_T_1256,-0.106
513126.886,325153.908,HF2_RW_T_1255,-0.128
513126.875,325155.124,HF2_RW_T_1254,-0.121
513126.663,325156.296,HF2_RW_T_1253,-0.105
513126.57,325157.367,HF2_RW_T_1252,-0.127
513126.282,325158.72,HF2_RW_T_1251,-0.053
513126.062,325159.652,HF2_RW_T_1250,-0.091
513126.111,325160.843,HF2_RW_T_1249,-0.115
513125.866,325161.916,HF2_RW_T_1248,-0.13
513125.81,325163.185,HF2_RW_T_1247,-0.1
513125.64,325164.159,HF2_RW_T_1246,-0.085
513125.467,325165.252,HF2_RW_T_1245,-0.117
513125.385,325166.553,HF2_RW_T_1244,-0.102
513125.082,325167.677,HF2_RW_T_1243,-0.132
513125.075,325168.827,HF2_RW_T_1242,-0.117
513124.815,325170.127,HF2_RW_T_1241,-0.086
513124.696,325171.146,HF2_RW_T_1240,-0.116
513124.617,325172.382,HF2_RW_T_1239,-0.087
513124.432,325173.467,HF2_RW_T_1238,-0.105
513124.221,325174.729,HF2_RW_T_1237,-0.118
513124.104,325175.784,HF2_RW_T_1236,-0.132
513124.046,325176.869,HF2_RW_T_1235,-0.138
513123.883,325177.999,HF2_RW_T_1234,-0.145
513123.65,325178.996,HF2_RW_T_1233,-0.203
513123.58,325180.371,HF2_RW_T_1232,-0.152
513123.609,325181.44,HF2_RW_T_1231,-0.192
513123.39,325182.682,HF2_RW_T_1230,-0.168
513123.255,325183.715,HF2_RW_T_1229,-0.215
513123.006,325184.795,HF2_RW_T_1228,-0.204
513122.951,325186.101,HF2_RW_T_1227,-0.162
513122.854,325186.894,HF2_RW_T_1226,-0.213
513122.629,325188.108,HF2_RW_T_1225,-0.187
513122.351,325189.319,HF2_RW_T_1224,-0.174
513122.408,325190.5,HF2_RW_T_1223,-0.16
513122.159,325191.68,HF2_RW_T_1222,-0.203
513122.169,325192.913,HF2_RW_T_1221,-0.159
513121.938,325194.093,HF2_RW_T_1220,-0.158
513121.757,325195.227,HF2_RW_T_1219,-0.178
513121.598,325196.574,HF2_RW_T_1218,-0.12
513121.473,325197.55,HF2_RW_T_1217,-0.163
513121.488,325198.735,HF2_RW_T_1216,-0.172
513121.317,325199.972,HF2_RW_T_1215,-0.122
513121.171,325201.081,HF2_RW_T_1214,-0.157
513120.892,325202.356,HF2_RW_T_1213,-0.067
513120.877,325203.281,HF2_RW_T_1212,-0.132
513120.863,325204.558,HF2_RW_T_1211,-0.09
513120.8,325205.661,HF2_RW_T_1210,-0.126
513120.506,325206.846,HF2_RW_T_1209,-0.085
513120.38,325207.993,HF2_RW_T_1208,-0.054
513120.213,325209.172,HF2_RW_T_1207,-0.059
513120.168,325210.482,HF2_RW_T_1206,-0.026
513120.066,325211.682,HF2_RW_T_1205,-0.023
513119.804,325212.895,HF2_RW_T_1204,0.016
513119.613,325214.083,HF2_RW_T_1203,0.028
513119.541,325215.127,HF2_RW_T_1202,-0.006
513119.492,325216.227,HF2_RW_T_1201,-0.026
513119.362,325217.416,HF2_RW_T_1200,0.026
513119.246,325218.473,HF2_RW_T_1199,0.002
513119.063,325219.551,HF2_RW_T_1198,0.052
513118.848,325220.528,HF2_RW_T_1197,0.086
513118.649,325220.961,HF2_RW_T_1196,0.069
513119.292,325221.165,HF2_RW_T_1195,0.054
513120.102,325220.536,HF2_RW_T_1194,0.017
513119.826,325219.579,HF2_RW_T_1193,0.058
513120.015,325219.084,HF2_RW_T_1192,-0.009
513120.147,325218.165,HF2_RW_T_1191,-0.031
513120.156,325216.983,HF2_RW_T_1190,-0.023
513120.467,325215.885,HF2_RW_T_1189,-0.028
513120.573,325214.763,HF2_RW_T_1188,-0.032
513120.683,325213.556,HF2_RW_T_1187,-0.015
513120.798,325212.537,HF2_RW_T_1186,-0.044
513120.924,325211.375,HF2_RW_T_1185,-0.046
513121.072,325210.404,HF2_RW_T_1184,-0.085
513121.193,325209.108,HF2_RW_T_1183,-0.059
513121.287,325208.141,HF2_RW_T_1182,-0.108
513121.341,325206.86,HF2_RW_T_1181,-0.092
513121.7,325205.935,HF2_RW_T_1180,-0.143
513121.781,325204.494,HF2_RW_T_1179,-0.131
513121.804,325203.311,HF2_RW_T_1178,-0.143
513121.794,325202.251,HF2_RW_T_1177,-0.164
513122.028,325200.975,HF2_RW_T_1176,-0.134
513122.271,325199.853,HF2_RW_T_1175,-0.151
513122.31,325198.693,HF2_RW_T_1174,-0.191
513122.619,325197.417,HF2_RW_T_1173,-0.163
513122.574,325196.317,HF2_RW_T_1172,-0.18
513122.723,325195.048,HF2_RW_T_1171,-0.174
513122.889,325193.92,HF2_RW_T_1170,-0.192
513123.036,325192.77,HF2_RW_T_1169,-0.166
513123.215,325191.759,HF2_RW_T_1168,-0.223
513123.261,325190.608,HF2_RW_T_1167,-0.202
513123.449,325189.51,HF2_RW_T_1166,-0.226
513123.536,325188.356,HF2_RW_T_1165,-0.231
513123.824,325187.195,HF2_RW_T_1164,-0.208
513123.895,325186.055,HF2_RW_T_1163,-0.225
513124.084,325184.827,HF2_RW_T_1162,-0.182
513124.193,325183.663,HF2_RW_T_1161,-0.185
513124.345,325182.462,HF2_RW_T_1160,-0.166
513124.654,325181.401,HF2_RW_T_1159,-0.19
513124.947,325180.186,HF2_RW_T_1158,-0.168
513124.836,325179.135,HF2_RW_T_1157,-0.203
513125.048,325177.764,HF2_RW_T_1156,-0.144
513125.14,325176.626,HF2_RW_T_1155,-0.138
513125.453,325175.449,HF2_RW_T_1154,-0.12
513125.538,325174.284,HF2_RW_T_1153,-0.117
513125.619,325173.17,HF2_RW_T_1152,-0.133
513125.811,325172.089,HF2_RW_T_1151,-0.121
513125.797,325170.998,HF2_RW_T_1150,-0.127
513126.227,325169.806,HF2_RW_T_1149,-0.078
513126.324,325168.727,HF2_RW_T_1148,-0.083
513126.262,325167.654,HF2_RW_T_1147,-0.093
513126.401,325166.703,HF2_RW_T_1146,-0.122
513126.693,325165.478,HF2_RW_T_1145,-0.124
513126.758,325164.21,HF2_RW_T_1144,-0.058
513126.913,325163.215,HF2_RW_T_1143,-0.1
513127.021,325162.099,HF2_RW_T_1142,-0.055
513127.227,325161.159,HF2_RW_T_1141,-0.125
513127.16,325159.804,HF2_RW_T_1140,-0.061
513127.657,325158.832,HF2_RW_T_1139,-0.06
513127.497,325157.752,HF2_RW_T_1138,-0.09
513127.583,325156.583,HF2_RW_T_1137,-0.071
513127.835,325155.702,HF2_RW_T_1136,-0.131
513127.918,325154.417,HF2_RW_T_1135,-0.091
513128.001,325153.545,HF2_RW_T_1134,-0.106
513128.149,325152.477,HF2_RW_T_1133,-0.125
513128.31,325151.443,HF2_RW_T_1132,-0.113
513128.55,325150.378,HF2_RW_T_1131,-0.091
513128.444,325149.427,HF2_RW_T_1130,-0.082
513128.634,325148.776,HF2_RW_T_1129,-0.102
513128.551,325148.116,HF2_RW_T_1128,-0.074
513128.429,325147.93,HF2_RW_T_1127,-0.071
513128.323,325147.754,HF2_RW_T_1126,-0.025
513129.059,325147.826,HF2_RW_T_1125,-0.084
513129.693,325148.31,HF2_RW_T_1124,-0.126
513129.82,325148.641,HF2_RW_T_1123,-0.053
513129.786,325148.87,HF2_RW_T_1122,-0.051
513129.53,325149.253,HF2_RW_T_1121,-0.013
513129.193,325149.223,HF2_RW_T_1120,-0.096
513129.102,325149.887,HF2_RW_T_1119,-0.077
513129.047,325150.816,HF2_RW_T_1118,-0.086
513128.882,325151.864,HF2_RW_T_1117,-0.09
513128.815,325152.857,HF2_RW_T_1116,-0.089
513128.711,325153.974,HF2_RW_T_1115,-0.058
513128.496,325154.882,HF2_RW_T_1114,-0.113
513128.499,325155.941,HF2_RW_T_1113,-0.086
513128.45,325156.93,HF2_RW_T_1112,-0.099
513128.157,325158.094,HF2_RW_T_1111,-0.043
513127.994,325159.04,HF2_RW_T_1110,-0.066
513128.135,325160.149,HF2_RW_T_1109,-0.08
513127.724,325161.267,HF2_RW_T_1108,-0.068
513127.781,325162.308,HF2_RW_T_1107,-0.105
513127.441,325163.593,HF2_RW_T_1106,-0.021
513127.474,325164.518,HF2_RW_T_1105,-0.091
513127.388,325165.626,HF2_RW_T_1104,-0.083
513127.122,325166.76,HF2_RW_T_1103,-0.07
513127.004,325168.067,HF2_RW_T_1102,0.005
513126.847,325168.906,HF2_RW_T_1101,-0.061
513126.732,325170.057,HF2_RW_T_1100,-0.034
513126.679,325171.048,HF2_RW_T_1099,-0.086
513126.445,325172.185,HF2_RW_T_1098,-0.023
513126.227,325173.015,HF2_RW_T_1097,-0.101
513126.266,325174.109,HF2_RW_T_1096,-0.109
513126.171,325175.185,HF2_RW_T_1095,-0.113
513125.695,325176.251,HF2_RW_T_1094,-0.064
513125.694,325177.263,HF2_RW_T_1093,-0.103
513125.678,325178.273,HF2_RW_T_1092,-0.137
513125.629,325179.472,HF2_RW_T_1091,-0.131
513125.327,325180.507,HF2_RW_T_1090,-0.174
513125.169,325181.739,HF2_RW_T_1089,-0.137
513125.027,325182.774,HF2_RW_T_1088,-0.161
513125.07,325183.776,HF2_RW_T_1087,-0.157
513124.811,325184.656,HF2_RW_T_1086,-0.186
513124.674,325185.792,HF2_RW_T_1085,-0.175
513124.538,325186.853,HF2_RW_T_1084,-0.187
513124.411,325187.971,HF2_RW_T_1083,-0.189
513124.275,325189.166,HF2_RW_T_1082,-0.173
513124.162,325190.317,HF2_RW_T_1081,-0.203
513123.806,325191.54,HF2_RW_T_1080,-0.158
513123.773,325192.845,HF2_RW_T_1079,-0.129
513123.505,325193.879,HF2_RW_T_1078,-0.176
513123.496,325195.089,HF2_RW_T_1077,-0.12
513123.227,325196.219,HF2_RW_T_1076,-0.161
513123.213,325197.311,HF2_RW_T_1075,-0.186
513122.89,325198.599,HF2_RW_T_1074,-0.139
513122.952,325199.763,HF2_RW_T_1073,-0.158
513122.911,325200.975,HF2_RW_T_1072,-0.169
513122.562,325202.248,HF2_RW_T_1071,-0.115
513122.405,325203.289,HF2_RW_T_1070,-0.114
513122.282,325204.625,HF2_RW_T_1069,-0.079
513122.242,325205.795,HF2_RW_T_1068,-0.097
513122.096,325206.867,HF2_RW_T_1067,-0.102
513122.005,325208.126,HF2_RW_T_1066,-0.057
513121.828,325209.341,HF2_RW_T_1065,-0.033
513121.656,325210.377,HF2_RW_T_1064,-0.031
513121.675,325211.521,HF2_RW_T_1063,0.005
513121.364,325212.649,HF2_RW_T_1062,-0.02
513121.377,325213.873,HF2_RW_T_1061,0.002
513121.211,325214.926,HF2_RW_T_1060,0.001
513120.976,325216.05,HF2_RW_T_1059,0.021
513120.888,325217.131,HF2_RW_T_1058,0.012
513120.831,325218.139,HF2_RW_T_1057,0
513120.638,325219.122,HF2_RW_T_1056,0
513120.628,325220.128,HF2_RW_T_1055,0.051
513120.57,325220.875,HF2_RW_T_1054,0.163
513120.339,325220.803,HF2_RW_T_1053,0.153
