$Contour
504
-3.878,-86.693,0.512
-3.878,-86.693,0.512
-3.889,-86.693,0.512
-3.889,-86.693,0.511
-3.888,-86.694,0.512
-3.888,-86.694,0.512
-3.889,-86.693,0.512
-3.901,-86.693,0.512
-3.901,-86.693,0.512
-3.901,-86.693,0.513
-3.901,-86.693,0.513
-3.911,-86.693,0.511
-3.912,-86.693,0.512
-3.911,-86.694,0.512
-3.912,-86.693,0.512
-3.922,-86.694,0.511
-3.923,-86.693,0.511
-3.923,-86.693,0.512
-3.923,-86.693,0.512
-3.934,-86.693,0.512
-3.934,-86.693,0.512
-3.934,-86.693,0.513
-3.935,-86.693,0.513
-3.935,-86.693,0.513
-3.946,-86.693,0.513
-3.946,-86.693,0.513
-3.946,-86.693,0.513
-3.945,-86.693,0.513
-3.945,-86.693,0.513
-3.957,-86.693,0.513
-3.957,-86.693,0.513
-3.957,-86.693,0.512
-3.967,-86.675,0.512
-3.968,-86.674,0.512
-3.968,-86.674,0.512
-3.968,-86.674,0.513
-3.979,-86.675,0.513
-3.979,-86.675,0.513
-3.979,-86.675,0.513
-3.979,-86.675,0.511
-3.991,-86.675,0.512
-4.066,-86.639,0.508
-4.066,-86.639,0.508
-4.067,-86.639,0.509
-4.067,-86.639,0.51
-4.069,-86.638,0.51
-4.08,-86.619,0.511
-4.08,-86.62,0.511
-4.08,-86.619,0.512
-4.08,-86.619,0.512
-4.08,-86.619,0.512
-4.081,-86.619,0.512
-4.081,-86.619,0.513
-4.08,-86.619,0.513
-4.093,-86.6,0.513
-4.092,-86.601,0.513
-4.093,-86.6,0.514
-4.092,-86.6,0.514
-4.093,-86.6,0.514
-4.093,-86.6,0.514
-4.093,-86.6,0.514
-4.093,-86.6,0.514
-4.105,-86.599,0.513
-4.104,-86.581,0.513
-4.104,-86.581,0.513
-4.105,-86.581,0.513
-4.105,-86.581,0.513
-4.105,-86.581,0.513
-4.104,-86.581,0.512
-4.105,-86.581,0.513
-4.105,-86.581,0.513
-4.117,-86.562,0.513
-4.116,-86.563,0.513
-4.115,-86.563,0.512
-4.115,-86.563,0.512
-4.116,-86.544,0.512
-4.115,-86.544,0.512
-4.114,-86.526,0.513
-4.106,-86.525,0.514
-4.106,-86.506,0.514
-4.105,-86.488,0.514
-4.116,-86.47,0.515
-4.114,-86.415,0.516
-4.113,-86.379,0.515
-4.112,-86.342,0.515
-4.111,-86.306,0.515
-4.122,-86.213,0.513
-4.117,-86.179,0.513
-4.137,-86.118,0.516
-4.139,-86.061,0.517
-4.141,-86.023,0.519
-4.14,-85.987,0.516
-4.141,-85.968,0.518
-4.131,-85.948,0.517
-4.145,-85.929,0.518
-4.133,-85.91,0.516
-4.135,-85.89,0.516
-4.135,-85.891,0.516
-4.134,-85.891,0.512
-4.132,-85.892,0.508
-4.122,-85.892,0.509
-4.12,-85.893,0.506
-4.121,-85.892,0.507
-4.121,-85.892,0.507
-4.11,-85.892,0.506
-4.109,-85.893,0.506
-4.109,-85.892,0.507
-4.109,-85.892,0.507
-4.092,-85.895,0.505
-4.09,-85.896,0.506
-4.091,-85.896,0.506
-4.091,-85.896,0.506
-4.091,-85.896,0.507
-4.08,-85.896,0.508
-4.08,-85.896,0.508
-4.08,-85.896,0.509
-4.08,-85.896,0.508
-4.08,-85.896,0.509
-4.068,-85.897,0.509
-4.068,-85.896,0.51
-4.069,-85.896,0.51
-4.07,-85.895,0.511
-4.07,-85.895,0.511
-4.07,-85.895,0.512
-4.059,-85.895,0.512
-4.059,-85.895,0.512
-4.06,-85.895,0.512
-4.06,-85.895,0.513
-4.06,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.037,-85.895,0.513
-4.037,-85.876,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.049,-85.895,0.513
-4.05,-85.876,0.513
-4.05,-85.876,0.513
-4.05,-85.876,0.513
-4.05,-85.876,0.513
-4.05,-85.876,0.513
-4.05,-85.876,0.513
-4.044,-85.86,0.51
-4.041,-85.862,0.509
-4.052,-85.862,0.51
-4.048,-85.864,0.508
-4.048,-85.864,0.509
-4.049,-85.845,0.51
-4.05,-85.845,0.511
-4.061,-85.845,0.511
-4.062,-85.826,0.511
-4.062,-85.826,0.512
-4.062,-85.826,0.512
-4.071,-85.827,0.509
-4.072,-85.808,0.51
-4.071,-85.808,0.509
-4.072,-85.808,0.51
-4.082,-85.808,0.511
-4.083,-85.808,0.511
-4.081,-85.791,0.51
-4.081,-85.79,0.511
-4.09,-85.792,0.508
-4.091,-85.773,0.509
-4.091,-85.773,0.509
-4.1,-85.774,0.507
-4.101,-85.774,0.508
-4.102,-85.754,0.509
-4.101,-85.755,0.509
-4.114,-85.754,0.509
-4.114,-85.754,0.51
-4.114,-85.735,0.511
-4.126,-85.735,0.51
-4.126,-85.735,0.51
-4.127,-85.735,0.511
-4.138,-85.716,0.511
-4.139,-85.715,0.512
-4.14,-85.715,0.512
-4.14,-85.715,0.512
-4.152,-85.715,0.512
-4.151,-85.696,0.511
-4.151,-85.696,0.512
-4.151,-85.697,0.51
-4.162,-85.697,0.511
-4.163,-85.696,0.511
-4.163,-85.696,0.512
-4.163,-85.678,0.512
-4.163,-85.678,0.512
-4.174,-85.678,0.512
-4.174,-85.677,0.513
-4.175,-85.677,0.513
-4.176,-85.677,0.513
-4.187,-85.658,0.513
-4.188,-85.658,0.513
-4.188,-85.658,0.513
-4.188,-85.658,0.513
-4.199,-85.658,0.513
-4.199,-85.639,0.513
-4.199,-85.639,0.513
-4.199,-85.639,0.513
-4.21,-85.639,0.513
-4.21,-85.639,0.513
-4.21,-85.639,0.513
-4.21,-85.621,0.513
-4.223,-85.62,0.513
-4.223,-85.62,0.513
-4.223,-85.62,0.513
-4.223,-85.62,0.515
-4.235,-85.62,0.514
-4.234,-85.62,0.514
-4.234,-85.601,0.514
-4.234,-85.601,0.514
-4.246,-85.601,0.514
-4.245,-85.601,0.513
-4.246,-85.601,0.513
-4.258,-85.601,0.513
-4.257,-85.583,0.513
-4.257,-85.583,0.513
-4.257,-85.583,0.513
-4.267,-85.583,0.512
-4.267,-85.583,0.512
-4.266,-85.565,0.512
-4.267,-85.565,0.512
-4.281,-85.564,0.514
-4.281,-85.563,0.514
-4.281,-85.563,0.514
-4.292,-85.563,0.514
-4.292,-85.563,0.513
-4.294,-85.544,0.515
-4.294,-85.544,0.514
-4.305,-85.544,0.514
-4.305,-85.544,0.514
-4.305,-85.544,0.514
-4.306,-85.543,0.515
-4.318,-85.543,0.515
-4.317,-85.525,0.514
-4.317,-85.525,0.514
-4.328,-85.525,0.514
-4.328,-85.525,0.514
-4.328,-85.525,0.514
-4.328,-85.507,0.514
-4.339,-85.507,0.513
-4.339,-85.507,0.513
-4.339,-85.507,0.513
-4.339,-85.507,0.513
-4.351,-85.507,0.513
-4.351,-85.488,0.513
-4.351,-85.488,0.513
-4.362,-85.488,0.513
-4.362,-85.488,0.513
-4.362,-85.488,0.513
-4.362,-85.47,0.513
-4.375,-85.469,0.515
-4.375,-85.469,0.514
-4.375,-85.469,0.514
-4.374,-85.469,0.514
-4.387,-85.45,0.514
-4.387,-85.449,0.515
-4.387,-85.45,0.515
-4.387,-85.45,0.516
-4.386,-85.45,0.515
-4.398,-85.45,0.515
-4.398,-85.431,0.514
-4.398,-85.431,0.514
-4.398,-85.431,0.514
-4.398,-85.431,0.514
-4.409,-85.431,0.514
-4.409,-85.431,0.514
-4.409,-85.431,0.513
-4.409,-85.413,0.513
-4.42,-85.413,0.512
-4.42,-85.413,0.512
-4.42,-85.413,0.512
-4.42,-85.413,0.513
-4.42,-85.413,0.513
-4.432,-85.413,0.513
-4.432,-85.394,0.513
-4.432,-85.394,0.513
-4.432,-85.394,0.513
-4.432,-85.394,0.513
-4.432,-85.394,0.513
-4.444,-85.394,0.513
-4.444,-85.394,0.513
-4.445,-85.393,0.514
-4.445,-85.393,0.514
-4.445,-85.393,0.514
-4.445,-85.393,0.514
-4.457,-85.393,0.514
-4.457,-85.393,0.514
-4.457,-85.393,0.513
-4.458,-85.392,0.515
-4.458,-85.374,0.514
-4.457,-85.374,0.514
-4.469,-85.374,0.514
-4.468,-85.374,0.514
-4.468,-85.374,0.514
-4.469,-85.374,0.514
-4.469,-85.374,0.513
-4.47,-85.373,0.513
-4.47,-85.373,0.513
-4.481,-85.373,0.513
-4.482,-85.373,0.513
-4.482,-85.373,0.513
-4.482,-85.354,0.513
-4.482,-85.354,0.513
-4.482,-85.354,0.515
-4.481,-85.355,0.513
-4.492,-85.355,0.513
-4.491,-85.355,0.513
-4.491,-85.355,0.513
-4.491,-85.355,0.513
-4.491,-85.355,0.513
-4.492,-85.355,0.513
-4.492,-85.355,0.513
-4.492,-85.355,0.513
-4.492,-85.337,0.513
-4.504,-85.336,0.513
-4.504,-85.336,0.515
-4.503,-85.336,0.514
-4.503,-85.336,0.514
-4.504,-85.336,0.514
-4.504,-85.336,0.514
-4.504,-85.336,0.514
-4.504,-85.336,0.513
-4.516,-85.335,0.513
-4.516,-85.335,0.513
-4.516,-85.335,0.513
-4.516,-85.317,0.513
-4.516,-85.317,0.513
-4.516,-85.317,0.513
-4.516,-85.317,0.513
-4.516,-85.317,0.513
-4.529,-85.316,0.515
-4.53,-85.316,0.514
-4.53,-85.316,0.514
-4.53,-85.316,0.514
-4.529,-85.316,0.515
-4.529,-85.297,0.515
-4.53,-85.297,0.514
-4.54,-85.298,0.514
-4.541,-85.297,0.514
-4.541,-85.297,0.514
-4.541,-85.297,0.514
-4.541,-85.297,0.514
-4.542,-85.297,0.513
-4.542,-85.278,0.513
-4.554,-85.278,0.513
-4.556,-85.277,0.515
-4.554,-85.277,0.514
-4.554,-85.277,0.514
-4.554,-85.277,0.514
-4.553,-85.278,0.512
-4.565,-85.278,0.513
-4.565,-85.259,0.514
-4.564,-85.26,0.514
-4.565,-85.259,0.514
-4.565,-85.259,0.514
-4.565,-85.259,0.514
-4.565,-85.259,0.513
-4.576,-85.259,0.513
-4.576,-85.259,0.513
-4.577,-85.24,0.513
-4.577,-85.24,0.513
-4.579,-85.239,0.515
-4.578,-85.24,0.514
-4.579,-85.239,0.514
-4.591,-85.239,0.514
-4.591,-85.239,0.514
-4.591,-85.239,0.514
-4.591,-85.239,0.514
-4.591,-85.239,0.513
-4.592,-85.238,0.513
-4.592,-85.238,0.513
-4.603,-85.22,0.513
-4.604,-85.219,0.515
-4.602,-85.22,0.514
-4.603,-85.22,0.514
-4.603,-85.22,0.514
-4.953,-86.499,0.515
